contract_id,tower_id,tower_type,tower_height_ft,zone_type,latitude,longitude,city,state,ownership_type,landowner_type,lease_start_date,initial_term_end_date,max_lease_expiry,initial_term_years,renewal_terms,renewal_term_years,monthly_rent_usd,annual_rent_usd,escalation_pct,escalation_type,termination_notice_days,exclusive_use_clause,lease_status,divestiture_impacted,created_at
GL-459FA137,CC-TWR-774565,Self-Supporting Lattice,290,Suburban,38.187536,-86.622341,South Bend,IN,Owned,Summit (Owned),2010-09-11,2035-09-05,2110-08-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-BA9E7A15,CC-TWR-990598,Monopole,150,Rural,35.754416,-86.211849,Memphis,TN,Leased,Commercial Property Owner,2007-12-05,2032-11-28,2107-11-11,25,3,25,1547.51,18570.12,1.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-0389E388,CC-TWR-313214,Monopole,180,Rural,38.536371,-87.028566,Carmel,IN,Leased,Private Individual,2018-02-15,2043-02-09,2118-01-22,25,3,25,1601.27,19215.24,1.0,Fixed Annual,120,True,Active,True,2026-02-22 21:26:00
GL-54FAC5DC,CC-TWR-176319,Guyed Tower,140,Rural,35.347344,-79.176624,Durham,NC,Leased,State DOT,2023-10-24,2048-10-17,2123-09-30,25,3,25,1372.89,16474.68,1.5,CPI-Based,180,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-BE623946,CC-TWR-322096,Monopole,140,Rural,34.909564,-94.546035,Norman,OK,Leased,Tribal Authority,2021-02-24,2046-02-18,2121-01-31,25,3,25,1799.44,21593.28,2.5,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-1F222279,CC-TWR-437237,Self-Supporting Lattice,320,Suburban,33.189896,-82.042676,Columbia,SC,Leased,Church/Religious Org,2007-07-15,2032-07-08,2107-06-21,25,3,25,2694.22,32330.64,2.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-694A8240,CC-TWR-941814,Guyed Tower,310,Suburban,40.531248,-105.737972,Lakewood,CO,Leased,Tribal Authority,2013-06-07,2038-06-01,2113-05-14,25,3,25,2237.97,26855.64,2.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-113C2CB9,CC-TWR-680189,Monopole,260,Suburban,36.223757,-99.902681,Tulsa,OK,Leased,State DOT,2016-12-14,2041-12-08,2116-11-20,25,3,25,2026.54,24318.48,1.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-AB5580F2,CC-TWR-786406,Rooftop,290,Rural,35.833363,-86.005588,Clarksville,TN,Leased,County Government,2008-05-25,2033-05-19,2108-05-01,25,3,25,1568.07,18816.84,2.5,Fixed Annual,180,True,Active,True,2026-02-22 21:26:00
GL-B448B6F2,CC-TWR-612036,Monopole,130,Suburban,30.846329,-85.839059,Huntsville,AL,Owned,Summit (Owned),2015-11-02,2040-10-26,2115-10-09,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-FF384D2D,CC-TWR-841521,Guyed Tower,120,Suburban,46.055268,-85.842833,Grand Rapids,MI,Leased,Agricultural Land Trust,1998-04-17,2023-04-11,2098-03-23,25,3,25,2476.83,29721.96,1.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-3567057E,CC-TWR-117538,Self-Supporting Lattice,240,Suburban,31.322125,-101.063938,Houston,TX,Owned,Summit (Owned),2021-05-18,2046-05-12,2121-04-24,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A90A7CD3,CC-TWR-749887,Monopole,240,Urban,42.621927,-77.313218,New York,NY,Owned,Summit (Owned),2006-06-09,2031-06-03,2106-05-16,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-1CBA012E,CC-TWR-414546,Monopole,290,Urban,39.486416,-74.302764,Edison,NJ,Owned,Summit (Owned),2000-11-28,2025-11-22,2100-11-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E139B484,CC-TWR-109909,Monopole,300,Suburban,35.552701,-89.55108,Chattanooga,TN,Leased,Federal Agency,2003-02-16,2028-02-10,2103-01-23,25,3,25,3566.92,42803.04,2.0,CPI-Based,90,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-80161458,CC-TWR-825916,Rooftop,260,Rural,40.689299,-90.592362,Des Moines,IA,Leased,County Government,2013-05-02,2038-04-26,2113-04-08,25,3,25,1701.41,20416.92,2.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-E9B203F3,CC-TWR-251195,Self-Supporting Lattice,320,Suburban,40.046974,-94.757051,Davenport,IA,Leased,Tribal Authority,2020-07-03,2045-06-27,2120-06-09,25,3,25,2037.98,24455.76,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-7D4B155A,CC-TWR-502491,Monopole,320,Rural,44.70814,-120.216063,Gresham,OR,Owned,Summit (Owned),2021-03-26,2046-03-20,2121-03-02,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-24EF1951,CC-TWR-734565,Monopole,320,Suburban,41.16072,-78.467872,Syracuse,NY,Leased,Church/Religious Org,2017-10-13,2042-10-07,2117-09-19,25,3,25,3912.98,46955.76,2.0,CPI-Based,90,True,Pending Termination,False,2026-02-22 21:26:00
GL-6DFCA0A3,CC-TWR-493663,Guyed Tower,210,Rural,37.47181,-86.509322,Owensboro,KY,Owned,Summit (Owned),2003-11-19,2028-11-12,2103-10-26,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-2BCBE228,CC-TWR-846247,Self-Supporting Lattice,330,Rural,32.246114,-82.383116,Charleston,SC,Leased,Municipality,2018-03-24,2043-03-18,2118-02-28,25,3,25,1006.51,12078.12,2.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-68E08B35,CC-TWR-207197,Stealth/Concealed,120,Suburban,30.447359,-96.863842,San Antonio,TX,Owned,Summit (Owned),2000-03-14,2025-03-08,2100-02-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-FEB0794B,CC-TWR-727094,Rooftop,330,Highway Corridor,29.539143,-104.883229,Houston,TX,Leased,Federal Agency,2008-07-01,2033-06-25,2108-06-07,25,3,25,2521.47,30257.64,2.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-731A2D7C,CC-TWR-499226,Monopole,130,Suburban,41.57196,-72.830417,New Haven,CT,Leased,County Government,2002-05-10,2027-05-04,2102-04-16,25,3,25,1951.54,23418.48,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-E7BEE4E9,CC-TWR-180657,Monopole,190,Suburban,43.526614,-84.578843,Warren,MI,Leased,Agricultural Land Trust,2006-04-24,2031-04-18,2106-03-31,25,3,25,2950.09,35401.08,3.0,Fixed Annual,120,True,Active,True,2026-02-22 21:26:00
GL-1EEA2C05,CC-TWR-448354,Self-Supporting Lattice,340,Suburban,41.52329,-72.358236,Buffalo,NY,Leased,Commercial Property Owner,2017-07-26,2042-07-20,2117-07-02,25,3,25,3614.16,43369.92,2.5,Fixed Annual,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-4BD472F3,CC-TWR-829066,Self-Supporting Lattice,140,Highway Corridor,42.544498,-121.755344,Hillsboro,OR,Leased,Agricultural Land Trust,2013-06-06,2038-05-31,2113-05-13,25,3,25,4876.01,58512.12,2.0,Fixed Annual,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-032C84A1,CC-TWR-924040,Stealth/Concealed,200,Highway Corridor,37.303545,-93.318199,St. Louis,MO,Leased,Federal Agency,2009-02-19,2034-02-13,2109-01-26,25,3,25,2199.3,26391.6,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-540EBA17,CC-TWR-936433,Self-Supporting Lattice,170,Rural,35.429749,-103.484219,Austin,TX,Leased,County Government,2020-02-27,2045-02-20,2120-02-03,25,3,25,1602.12,19225.44,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-E6CAE378,CC-TWR-849979,Self-Supporting Lattice,210,Highway Corridor,43.210106,-88.706685,Green Bay,WI,Leased,Tribal Authority,2023-07-03,2048-06-26,2123-06-09,25,3,25,3071.73,36860.76,3.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-C109AAF3,CC-TWR-825309,Stealth/Concealed,210,Urban,35.506613,-82.636863,Clarksville,TN,Owned,Summit (Owned),2015-01-26,2040-01-20,2115-01-02,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-8102F34D,CC-TWR-778428,Monopole,270,Urban,31.630407,-92.224956,Baton Rouge,LA,Leased,Commercial Property Owner,1999-10-21,2024-10-14,2099-09-26,25,3,25,7581.04,90972.48,2.5,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-104D47EC,CC-TWR-883132,Monopole,240,Rural,40.493033,-77.445992,New York,NY,Leased,Commercial Property Owner,2015-10-23,2040-10-16,2115-09-29,25,3,25,1247.81,14973.72,2.5,CPI-Based,150,True,Pending Renewal,True,2026-02-22 21:26:00
GL-917DA166,CC-TWR-125755,Monopole,230,Suburban,40.380875,-74.849255,Edison,NJ,Owned,Summit (Owned),2001-05-14,2026-05-08,2101-04-20,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-CBA2FA5C,CC-TWR-646428,Rooftop,230,Urban,38.372267,-103.51011,Aurora,CO,Leased,Municipality,2009-08-04,2034-07-29,2109-07-11,25,3,25,5786.24,69434.88,2.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-9F040EB4,CC-TWR-990429,Monopole,180,Rural,38.430558,-82.194403,Virginia Beach,VA,Leased,Federal Agency,2018-02-22,2043-02-16,2118-01-29,25,3,25,1540.07,18480.84,1.5,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-6565063F,CC-TWR-343118,Monopole,330,Highway Corridor,40.239396,-80.207687,Cincinnati,OH,Leased,Private Individual,2010-11-06,2035-10-31,2110-10-13,25,3,25,2152.35,25828.2,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-841B7D86,CC-TWR-550418,Self-Supporting Lattice,200,Suburban,34.415487,-86.651275,Tuscaloosa,AL,Leased,Federal Agency,1998-12-07,2023-12-01,2098-11-12,25,3,25,1776.2,21314.4,1.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-E0045592,CC-TWR-375097,Guyed Tower,290,Rural,39.30394,-82.712248,Cincinnati,OH,Leased,Tribal Authority,2013-09-21,2038-09-15,2113-08-28,25,3,25,907.43,10889.16,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-6B6EBC6B,CC-TWR-280908,Monopole,340,Highway Corridor,41.759925,-75.794976,Rochester,NY,Leased,County Government,2019-12-26,2044-12-19,2119-12-02,25,3,25,2541.06,30492.72,3.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-F97FA28D,CC-TWR-491439,Stealth/Concealed,300,Rural,32.431436,-113.415255,Phoenix,AZ,Owned,Summit (Owned),2002-09-13,2027-09-07,2102-08-20,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A2E18933,CC-TWR-776604,Rooftop,130,Urban,40.542007,-81.532835,Toledo,OH,Owned,Summit (Owned),2015-03-16,2040-03-09,2115-02-20,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E4E692A5,CC-TWR-608149,Stealth/Concealed,120,Industrial,38.865522,-75.192632,Baltimore,MD,Leased,Agricultural Land Trust,2004-07-18,2029-07-12,2104-06-24,25,3,25,2263.6,27163.2,2.5,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-BEFDD374,CC-TWR-132359,Stealth/Concealed,330,Suburban,43.932197,-86.586647,Sterling Heights,MI,Owned,Summit (Owned),2022-04-10,2047-04-04,2122-03-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-50998BE7,CC-TWR-619373,Guyed Tower,250,Rural,31.262602,-90.137262,Lafayette,LA,Leased,Federal Agency,2014-02-19,2039-02-13,2114-01-26,25,3,25,648.47,7781.64,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-84AC604D,CC-TWR-329157,Monopole,210,Urban,45.040017,-120.910434,Portland,OR,Owned,Summit (Owned),2001-12-27,2026-12-21,2101-12-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-1E8D17DA,CC-TWR-560398,Guyed Tower,110,Rural,39.697154,-74.183271,Paterson,NJ,Leased,Tribal Authority,2022-04-07,2047-04-01,2122-03-14,25,3,25,1553.91,18646.92,3.0,Fixed Annual,150,True,Active,True,2026-02-22 21:26:00
GL-347A4D9E,CC-TWR-316656,Self-Supporting Lattice,340,Rural,42.829908,-91.303825,Kenosha,WI,Leased,School District,2004-01-19,2029-01-12,2103-12-26,25,3,25,956.06,11472.72,2.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-712B7F4E,CC-TWR-999695,Monopole,240,Rural,32.868,-81.930628,Greenville,SC,Leased,Church/Religious Org,2019-02-05,2044-01-30,2119-01-12,25,3,25,1751.6,21019.2,2.5,CPI-Based,90,True,Active,True,2026-02-22 21:26:00
GL-8562FC77,CC-TWR-253347,Monopole,300,Rural,36.10428,-99.203855,Tulsa,OK,Leased,County Government,2008-04-25,2033-04-19,2108-04-01,25,3,25,1596.62,19159.44,2.5,Fixed Annual,180,True,Pending Termination,True,2026-02-22 21:26:00
GL-0928DF80,CC-TWR-179184,Self-Supporting Lattice,280,Suburban,38.511251,-92.748966,Springfield,MO,Leased,Agricultural Land Trust,2023-02-13,2048-02-07,2123-01-20,25,3,25,2643.72,31724.64,2.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-72F34767,CC-TWR-988319,Stealth/Concealed,310,Rural,47.745867,-117.917646,Tacoma,WA,Leased,Federal Agency,2000-12-15,2025-12-09,2100-11-21,25,3,25,1325.29,15903.48,2.0,CPI-Based,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-3070CF64,CC-TWR-618746,Monopole,160,Rural,35.968129,-83.401219,Memphis,TN,Owned,Summit (Owned),2008-05-11,2033-05-05,2108-04-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-F1216118,CC-TWR-977345,Guyed Tower,220,Rural,41.045943,-72.37382,Bridgeport,CT,Leased,Commercial Property Owner,1998-02-28,2023-02-22,2098-02-03,25,3,25,705.38,8464.56,2.5,CPI-Based,90,True,Terminated,True,2026-02-22 21:26:00
GL-177E7CEE,CC-TWR-387330,Stealth/Concealed,100,Urban,41.410739,-89.792538,Aurora,IL,Leased,Commercial Property Owner,2018-06-09,2043-06-03,2118-05-16,25,3,25,3118.15,37417.8,1.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-B8D4919A,CC-TWR-550081,Self-Supporting Lattice,280,Rural,45.629942,-88.223839,Green Bay,WI,Owned,Summit (Owned),2000-12-04,2025-11-28,2100-11-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-346FFF30,CC-TWR-108454,Self-Supporting Lattice,300,Industrial,38.077777,-92.329599,St. Louis,MO,Owned,Summit (Owned),2008-02-28,2033-02-21,2108-02-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-26BA738E,CC-TWR-208214,Rooftop,180,Urban,30.446655,-81.776173,Athens,GA,Owned,Summit (Owned),2009-05-05,2034-04-29,2109-04-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-616161C5,CC-TWR-561477,Rooftop,190,Rural,41.016949,-71.049939,Cambridge,MA,Leased,State DOT,2021-04-21,2046-04-15,2121-03-28,25,3,25,1472.75,17673.0,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-69131DCB,CC-TWR-865470,Stealth/Concealed,200,Suburban,33.400131,-122.768428,Los Angeles,CA,Owned,Summit (Owned),2009-07-11,2034-07-05,2109-06-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C90437F0,CC-TWR-398761,Monopole,320,Urban,33.004995,-82.115281,Macon,GA,Leased,Federal Agency,2020-01-28,2045-01-21,2120-01-04,25,3,25,8853.03,106236.36,2.0,CPI-Based,120,True,Active,True,2026-02-22 21:26:00
GL-8951263F,CC-TWR-777558,Monopole,90,Highway Corridor,38.188647,-77.432996,Waldorf,MD,Owned,Summit (Owned),2023-04-16,2048-04-09,2123-03-23,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C7D42EE4,CC-TWR-478638,Guyed Tower,180,Highway Corridor,40.887245,-123.87933,San Jose,CA,Leased,Federal Agency,2002-07-28,2027-07-22,2102-07-04,25,3,25,4436.41,53236.92,2.5,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-B5F3A987,CC-TWR-907788,Guyed Tower,100,Suburban,47.576356,-89.364376,St. Paul,MN,Leased,Private Individual,1998-10-03,2023-09-27,2098-09-08,25,3,25,1238.62,14863.44,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-5193167D,CC-TWR-625387,Monopole,320,Suburban,37.519832,-84.600005,Owensboro,KY,Owned,Summit (Owned),2011-07-23,2036-07-16,2111-06-29,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9875963E,CC-TWR-947312,Stealth/Concealed,120,Urban,32.790216,-114.790751,San Diego,CA,Owned,Summit (Owned),2015-06-13,2040-06-06,2115-05-20,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-48CFAAF2,CC-TWR-555589,Monopole,110,Suburban,30.28953,-87.741362,Montgomery,AL,Leased,Private Individual,2012-10-20,2037-10-14,2112-09-26,25,3,25,1354.08,16248.96,1.5,CPI-Based,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-CC317BDC,CC-TWR-463546,Self-Supporting Lattice,240,Rural,34.104499,-82.344669,Columbia,SC,Leased,Municipality,2014-12-09,2039-12-03,2114-11-15,25,3,25,717.05,8604.6,1.5,CPI-Based,150,True,Pending Renewal,False,2026-02-22 21:26:00
GL-02DE1FE5,CC-TWR-649300,Stealth/Concealed,100,Suburban,30.340044,-91.853377,New Orleans,LA,Leased,Federal Agency,2006-12-19,2031-12-13,2106-11-25,25,3,25,2957.09,35485.08,2.5,CPI-Based,180,True,Pending Termination,False,2026-02-22 21:26:00
GL-DE9A24A1,CC-TWR-485548,Monopole,130,Suburban,38.99844,-105.031797,Denver,CO,Owned,Summit (Owned),2006-02-19,2031-02-13,2106-01-26,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E6AD22F1,CC-TWR-148215,Guyed Tower,230,Highway Corridor,34.58689,-105.852543,Houston,TX,Owned,Summit (Owned),2009-07-05,2034-06-29,2109-06-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-AFDF95BC,CC-TWR-384434,Self-Supporting Lattice,340,Suburban,33.49754,-110.39856,Tucson,AZ,Owned,Summit (Owned),2000-10-12,2025-10-06,2100-09-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-0254CA02,CC-TWR-172274,Stealth/Concealed,220,Suburban,38.944242,-82.321444,Covington,KY,Owned,Summit (Owned),2007-05-11,2032-05-04,2107-04-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9ECD88AF,CC-TWR-752966,Monopole,150,Rural,39.819034,-89.784363,Naperville,IL,Leased,County Government,2012-06-19,2037-06-13,2112-05-26,25,3,25,1763.42,21161.04,1.5,Fixed Annual,120,True,Terminated,False,2026-02-22 21:26:00
GL-F8E8C604,CC-TWR-766833,Monopole,340,Rural,26.239103,-99.501458,Austin,TX,Leased,Municipality,2020-01-11,2045-01-04,2119-12-18,25,3,25,501.9,6022.8,2.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-EBD722EE,CC-TWR-162804,Stealth/Concealed,120,Suburban,41.915579,-89.320737,Joliet,IL,Owned,Summit (Owned),2020-05-03,2045-04-27,2120-04-09,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-23DDFC05,CC-TWR-768169,Stealth/Concealed,340,Suburban,40.161541,-74.494572,Newark,NJ,Owned,Summit (Owned),2010-02-19,2035-02-13,2110-01-26,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-805B647A,CC-TWR-512040,Monopole,300,Suburban,38.552741,-76.517706,Richmond,VA,Leased,State DOT,2021-06-11,2046-06-05,2121-05-18,25,3,25,2467.72,29612.64,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-36D063C3,CC-TWR-571404,Self-Supporting Lattice,220,Highway Corridor,39.326919,-79.471711,Reading,PA,Leased,Church/Religious Org,2008-07-04,2033-06-28,2108-06-10,25,3,25,3375.74,40508.88,1.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-4DB01198,CC-TWR-946826,Self-Supporting Lattice,290,Urban,40.704964,-74.909579,Paterson,NJ,Leased,County Government,2007-12-23,2032-12-16,2107-11-29,25,3,25,7024.77,84297.24,1.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-73EA6D85,CC-TWR-151328,Monopole,290,Urban,41.684,-120.037555,San Francisco,CA,Leased,Agricultural Land Trust,2007-05-27,2032-05-20,2107-05-03,25,3,25,9930.07,119160.84,1.0,CPI-Based,180,True,Active,True,2026-02-22 21:26:00
GL-12611C2E,CC-TWR-942946,Self-Supporting Lattice,330,Rural,38.999411,-86.151827,Carmel,IN,Owned,Summit (Owned),2002-02-01,2027-01-26,2102-01-08,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-DDCD2EDD,CC-TWR-776001,Monopole,100,Industrial,43.488959,-119.587917,Gresham,OR,Leased,Municipality,2016-10-09,2041-10-03,2116-09-15,25,3,25,3293.57,39522.84,1.0,CPI-Based,90,True,Pending Termination,False,2026-02-22 21:26:00
GL-1427EC8A,CC-TWR-988432,Self-Supporting Lattice,340,Suburban,41.046493,-90.632085,Rockford,IL,Owned,Summit (Owned),2023-06-04,2048-05-28,2123-05-11,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-531046F2,CC-TWR-620226,Monopole,80,Rural,41.299469,-91.653415,Iowa City,IA,Owned,Summit (Owned),2010-11-14,2035-11-08,2110-10-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-14D75D42,CC-TWR-749253,Monopole,270,Rural,35.766848,-83.722804,Durham,NC,Owned,Summit (Owned),2005-11-10,2030-11-04,2105-10-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-44BE8080,CC-TWR-773870,Rooftop,330,Suburban,35.830153,-119.807652,San Diego,CA,Owned,Summit (Owned),2014-04-21,2039-04-15,2114-03-28,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-7D435920,CC-TWR-460745,Monopole,260,Urban,37.439053,-83.529954,Bowling Green,KY,Leased,Tribal Authority,2014-06-13,2039-06-07,2114-05-20,25,3,25,4528.27,54339.24,1.0,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-ECE9D458,CC-TWR-161437,Monopole,330,Industrial,34.478824,-81.885847,Atlanta,GA,Leased,Municipality,2013-09-12,2038-09-06,2113-08-19,25,3,25,2917.11,35005.32,1.5,CPI-Based,120,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-5B0C4A2E,CC-TWR-872863,Stealth/Concealed,90,Rural,31.332635,-81.734859,Augusta,GA,Leased,County Government,2022-04-19,2047-04-13,2122-03-26,25,3,25,1600.46,19205.52,2.5,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-891FECF4,CC-TWR-831514,Monopole,190,Industrial,40.370078,-80.968949,Cleveland,OH,Leased,Tribal Authority,2016-01-23,2041-01-16,2115-12-30,25,3,25,2751.4,33016.8,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-E1735E43,CC-TWR-139807,Self-Supporting Lattice,100,Rural,39.710623,-90.297773,Rockford,IL,Leased,Private Individual,1999-04-20,2024-04-13,2099-03-26,25,3,25,784.45,9413.4,3.0,Fixed Annual,180,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-68CFA700,CC-TWR-851763,Self-Supporting Lattice,130,Highway Corridor,32.208786,-113.347552,Chandler,AZ,Owned,Summit (Owned),2023-06-02,2048-05-26,2123-05-09,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-68C3B1C6,CC-TWR-491738,Monopole,300,Highway Corridor,36.582008,-94.236647,Edmond,OK,Leased,County Government,2019-07-19,2044-07-12,2119-06-25,25,3,25,1853.61,22243.32,2.0,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-86A5A731,CC-TWR-780714,Self-Supporting Lattice,180,Rural,41.16737,-80.196689,Toledo,OH,Owned,Summit (Owned),2003-12-18,2028-12-11,2103-11-24,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-833C7E3D,CC-TWR-869649,Self-Supporting Lattice,300,Rural,47.886725,-93.972927,Bloomington,MN,Owned,Summit (Owned),2007-03-06,2032-02-28,2107-02-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-61728CC9,CC-TWR-741079,Monopole,150,Rural,28.614332,-80.552732,Tampa,FL,Leased,Municipality,2018-10-04,2043-09-28,2118-09-10,25,3,25,1717.69,20612.28,1.5,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
GL-EC343142,CC-TWR-193035,Monopole,340,Highway Corridor,34.911898,-84.32845,Savannah,GA,Leased,Private Individual,2020-11-21,2045-11-15,2120-10-28,25,3,25,4052.5,48630.0,2.0,CPI-Based,180,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-46013142,CC-TWR-369125,Monopole,330,Urban,34.499082,-83.457642,Raleigh,NC,Leased,County Government,2001-12-01,2026-11-25,2101-11-07,25,3,25,2861.11,34333.32,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-3462363A,CC-TWR-672547,Guyed Tower,200,Highway Corridor,41.493082,-72.621287,Hartford,CT,Leased,Agricultural Land Trust,2001-08-26,2026-08-20,2101-08-02,25,3,25,4524.18,54290.16,1.5,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-6C602D29,CC-TWR-209812,Monopole,100,Highway Corridor,34.949086,-120.812831,Los Angeles,CA,Leased,School District,2008-03-13,2033-03-07,2108-02-18,25,3,25,2063.17,24758.04,1.0,Fixed Annual,90,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-A2333F42,CC-TWR-552275,Monopole,280,Industrial,38.893226,-76.181981,Waldorf,MD,Leased,State DOT,2003-10-14,2028-10-07,2103-09-20,25,3,25,1392.76,16713.12,1.0,CPI-Based,150,True,Active,False,2026-02-22 21:26:00
