invoice_id,erp_system,invoice_type,contract_ref,tower_ref,vendor_or_tenant,invoice_date,billing_period,invoiced_amount_usd,expected_amount_usd,payment_status,gl_account,cost_center,po_number,lease_status_at_billing,discrepancy_planted,notes
INV-465764,SAP ECC 6.0,AR,TL-0FE484E9,CC-TWR-409030,T-Mobile,2024-10-01,2024-10,3831.07,3831.07,Cleared,4210-001,CC-SOUTHEAST,PO-919184,Pending Renewal,,
BILL-870449,SAP S/4HANA,AR,TL-468CDBEE,CC-TWR-649300,AT&T,2024-08-01,2024-08,2811.04,2811.04,Received,4210-100,CC-SOUTHEAST,PO-923295,Active,,
AP-INV-857519,SAP S/4HANA,AR,TL-5B39039B,CC-TWR-397005,T-Mobile,2024-08-01,2024-08,3520.61,3520.61,Received,4210-001,CC-MIDWEST,PO-790954,Active,,
SI-692077,Oracle EBS R12,AP,GL-21440826,CC-TWR-492073,County Government,2024-04-01,2024-04,3373.74,3373.74,Paid,6110-002,CC-MIDWEST,PR-499014,Active,,
PO-INV-493419,SAP S/4HANA,AR,TL-6439EECD,CC-TWR-251195,T-Mobile,2024-07-01,2024-07,3317.35,4924.62,Pending,4210-050,CC-MIDWEST,PO-646743,Pending Renewal,missed_escalation,
PO-INV-795873,Workday Financials,AR,TL-6DBA2146,CC-TWR-324597,Verizon,2025-03-01,2025-03,5697.07,5697.07,Applied,4210-001,CC-NORTHEAST,PO-476040,Amendment Pending,,
INV-841495,Oracle EBS R12,AP,GL-216AF947,CC-TWR-336650,Church/Religious Org,2024-06-01,2024-06,4563.68,4563.68,Paid,6110-002,CC-SOUTHEAST,REQ-637542,Active,tower_id_typo,
PO-INV-631690,Workday Financials,AR,TL-4162DC28,CC-TWR-824042,AT&T,2025-02-01,2025-02,5635.48,5635.48,Cleared,4210-001,CC-SOUTHWEST,REQ-704501,Active,,
AP-INV-476577,SAP S/4HANA,AP,GL-898891FC,CC-TWR-423939,Church/Religious Org,2024-06-01,2024-06,2320.49,2320.49,Pending,6110-002,CC-MIDWEST,PR-736325,Active,,
INV-773968,Oracle Cloud ERP,AP,GL-BE623946,CC-TWR-322096,Tribal Authority,2025-03-01,2025-03,1986.25,1986.25,Cleared,6110-001,CC-SOUTHWEST,REQ-543547,Active,,
SI-606708,Workday Financials,AR,TL-0B9EC5D8,CC-TWR-243006,T-Mobile,2024-06-01,2024-06,4676.31,4676.31,Received,4210-050,CC-WEST,REQ-755363,Active,,
PO-INV-655838,SAP S/4HANA,AP,GL-BA941A08,CC-TWR-586288,Agricultural Land Trust,2024-06-01,2024-06,4243.51,4243.51,Paid,6110-001,CC-SOUTHEAST,REQ-763012,Active,,
PO-INV-277602,SAP S/4HANA,AR,TL-89297348,CC-TWR-534152,US Cellular,2024-11-01,2024-11,2742.99,2742.99,Received,4210-050,CC-SOUTHWEST,PO-481320,Active,,
AP-INV-441660,SAP S/4HANA,AP,GL-9C0CC327,CC-TWR-322423,Federal Agency,2024-10-01,2024-10,4877.42,4735.36,Paid,6110-100,CC-SOUTHWEST,PR-610823,Active,over_escalation,
AP-INV-102851,Oracle Cloud ERP,AR,TL-5853493A,CC-TWR-132653,AT&T,2024-06-01,2024-06,7083.86,7083.86,Received,4210-001,CC-SOUTHWEST,PR-982973,Active,,
AP-INV-462771,Oracle EBS R12,AR,TL-EF73CE08,CC-TWR-463546,Verizon,2024-05-01,2024-05,7274.88,7274.88,Received,4210-050,CC-SOUTHEAST,REQ-880308,Terminated,,
AP-INV-957641,Workday Financials,AR,TL-E1E9A22A,CC-TWR-825916,Verizon,2024-12-01,2024-12,3308.55,3308.55,Received,4210-050,CC-MIDWEST,PO-471176,Active,,
SI-634276,Oracle Cloud ERP,AR,TL-7C518C25,CC-TWR-185569,AT&T,2024-05-01,2024-05,7344.7,7344.7,Pending,4210-050,CC-SOUTHEAST,REQ-625859,Active,,
BILL-378578,SAP ECC 6.0,AR,TL-43B383E3,CC-TWR-924566,AT&T,2024-08-01,2024-08,3329.89,3329.89,Applied,4210-100,CC-MIDWEST,REQ-622701,Active,,
PO-INV-670556,Oracle EBS R12,AR,TL-16925193,CC-TWR-167348,T-Mobile,2024-08-01,2024-08,5872.36,5872.36,Received,4210-100,CC-SOUTHEAST,PO-949423,Active,,
INV-598652,Oracle Cloud ERP,AR,TL-9F384719,CC-TWR-768676,AT&T,2024-12-01,2024-12,5397.24,5260.46,Received,4210-001,CC-SOUTHWEST,REQ-835175,Active,over_escalation,
BILL-143019,SAP S/4HANA,AR,TL-9ADE17D3,CC-TWR-493663,Verizon,2025-01-01,2025-01,3033.85,3033.85,Received,4210-001,CC-SOUTHEAST,PO-540177,Pending Renewal,,
SI-996484,SAP ECC 6.0,AP,GL-772007DC,CC-TWR-596564,County Government,2024-07-01,2024-07,3945.56,3945.56,Paid,6110-002,CC-MIDWEST,PO-753833,Under Renegotiation,,
AP-INV-836481,SAP S/4HANA,AR,TL-7907A150,CC-TWR-957915,AT&T,2024-04-01,2024-04,2822.31,2822.31,Received,4210-001,CC-WEST,REQ-464408,Active,,
AP-INV-104409,Workday Financials,AP,GL-113C2CB9,CC-TWR-680189,State DOT,2024-12-01,2024-12,2282.88,2282.88,Pending,6110-001,CC-SOUTHWEST,PO-647115,Active,,
AP-INV-142255,Oracle Cloud ERP,AP,GL-90D9C783,CC-TWR-713762,School District,2024-04-01,2024-04,3647.28,3647.28,Paid,6110-100,CC-MIDWEST,REQ-800718,Active,,
SI-858842,SAP ECC 6.0,AR,TL-FC230295,CC-TWR-488539,Verizon,2025-02-01,2025-02,3295.75,3998.58,Received,4210-001,CC-SOUTHEAST,PO-892747,Active,missed_escalation,
SI-805072,Workday Financials,AP,GL-9243D895,CC-TWR-357657,State DOT,2024-11-01,2024-11,3489.81,3489.81,Paid,6110-100,CC-NORTHEAST,REQ-598543,Active,,
AP-INV-625153,SAP ECC 6.0,AR,TL-412DE865,CC-TWR-291961,T-Mobile,2024-12-01,2024-12,5862.43,5862.43,Pending,6110-100,CC-SOUTHEAST,PR-774950,Active,wrong_gl,
INV-315211,SAP ECC 6.0,AP,GL-30130260,CC-TWR-967823,Agricultural Land Trust,2024-09-01,2024-09,2281.12,2281.12,Pending,6110-100,CC-NORTHEAST,PO-672317,Active,,
BILL-687107,Workday Financials,AP,GL-B5F3A987,CC-TWR-907788,Private Individual,2025-02-01,2025-02,1824.13,1824.13,Cleared,6110-001,CC-MIDWEST,PO-406396,Active,,
SI-724162,SAP S/4HANA,AR,TL-D4159E50,CC-TWR-397005,DISH Wireless,2024-11-01,2024-11,2767.31,2767.31,In Collections,4210-001,CC-MIDWEST,REQ-451583,Suspended,billing_suspended,
INV-953715,SAP S/4HANA,AP,GL-A078249F,CC-TWR-208751,Tribal Authority,2024-05-01,2024-05,1510.37,1510.37,Disputed,6110-002,CC-NORTHEAST,REQ-514145,Terminated,,
AP-INV-845682,SAP S/4HANA,AP,GL-73EA6D85,CC-TWR-151328,Agricultural Land Trust,2024-11-01,2024-11,11760.23,11760.23,Paid,6110-002,CC-WEST,PO-863061,Active,,
BILL-829917,Workday Financials,AR,TL-22E4FBFD,CC-TWR-561477,Verizon,2025-02-01,2025-02,3556.79,3556.79,Received,4210-001,CC-NORTHEAST,REQ-626259,Active,,
PO-INV-549600,Oracle Cloud ERP,AR,TL-F795D630,CC-TWR-117711,T-Mobile,2025-01-01,2025-01,5991.1,6115.16,Applied,4210-100,CC-SOUTHEAST,PO-840162,Active,amount_mismatch,
BILL-488723,Oracle EBS R12,AR,TL-2263AF01,CC-TWR-130353,Verizon,2024-08-01,2024-08,6565.34,6565.34,Pending,4210-050,CC-SOUTHEAST,PR-615068,Active,,
PO-INV-999471,Oracle EBS R12,AR,TL-E61BE301,CC-TWR-776604,AT&T,2024-10-01,2024-10,6146.76,6146.76,Received,4210-050,CC-MIDWEST,PR-455153,Active,,
AP-INV-986207,Oracle Cloud ERP,AP,GL-807FF2AE,CC-TWR-813884,Private Individual,2024-09-01,2024-09,4967.34,4967.34,Paid,6110-100,CC-MIDWEST,REQ-487337,Active,,
SI-564685,SAP S/4HANA,AP,GL-73EA6D85,CC-TWR-151328,Agricultural Land Trust,2024-06-01,2024-06,11760.23,11760.23,Cleared,6110-002,CC-WEST,PO-405522,Active,,
SI-586198,Oracle EBS R12,AR,TL-D5687B0F,CC-TWR-502810,C Spire,2024-11-01,2024-11,1907.74,2112.78,Applied,4210-001,CC-SOUTHEAST,PR-646827,Active,amount_mismatch,
PO-INV-900740,Oracle Cloud ERP,AR,TL-75D501CA,CC-TWR-201255,T-Mobile,2025-03-01,2025-03,2947.45,2947.45,Applied,4210-001,CC-WEST,PR-681446,Pending Renewal,,
AP-INV-672806,SAP ECC 6.0,AR,TL-4A57FA65,CC-TWR-996840,T-Mobile,2024-06-01,2024-06,5101.03,5101.03,Pending,4210-050,CC-SOUTHEAST,PR-960944,Active,,
SI-546765,SAP ECC 6.0,AP,GL-EBC6FA3F,CC-TWR-823846,State DOT,2024-09-01,2024-09,13442.57,13442.57,Paid,6110-001,CC-SOUTHWEST,PO-857761,Pending Renewal,,
SI-576301,Workday Financials,AR,TL-7D38ED72,CC-TWR-665610,Verizon,2025-01-01,2025-01,6875.67,6875.67,Pending,4210-001,CC-SOUTHWEST,PR-548270,Active,,
SI-323676,Oracle Cloud ERP,AR,TL-B4A5BA7C,CC-TWR-959972,AT&T,2024-07-01,2024-07,3120.46,3120.46,Received,4210-001,CC-SOUTHEAST,REQ-847124,Amendment Pending,,
INV-691761,SAP S/4HANA,AP,GL-3EB77DBF,CC-TWR-159532,Agricultural Land Trust,2025-03-01,2025-03,3095.22,3095.22,Paid,6110-001,CC-MIDWEST,REQ-928255,Active,,
PO-INV-471175,Oracle EBS R12,AR,TL-3878A041,CC-TWR-934042,T-Mobile,2024-05-01,2024-05,4577.16,4371.9,Applied,4210-050,CC-SOUTHEAST,PR-916909,Pending Renewal,amount_mismatch,
INV-820340,Workday Financials,AR,TL-D38D1FC5,CC-TWR-863611,T-Mobile,2024-06-01,2024-06,4765.77,4765.77,Received,4210-050,CC-SOUTHEAST,PR-594698,Active,,
BILL-145027,SAP S/4HANA,AR,TL-4ECF3720,CC-TWR-786508,Verizon,2024-10-01,2024-10,6508.4,6508.4,Received,4210-001,CC-NORTHEAST,PR-628094,Active,,
BILL-969059,SAP S/4HANA,AR,TL-444A5979,CC-TWR-825309,Verizon,2024-12-01,2024-12,3970.33,3970.33,Cleared,4210-100,CC-SOUTHEAST,REQ-872919,Active,,
SI-955189,Oracle Cloud ERP,AR,TL-6E5DF98A,CC-TWR-423939,Verizon,2025-02-01,2025-02,3459.36,3459.36,Received,4210-001,CC-MIDWEST,PR-799531,Active,,
SI-627235,SAP ECC 6.0,AR,TL-81E3E340,CC-TWR-584714,US Cellular,2025-03-01,2025-03,3552.62,3552.62,Applied,4210-001,CC-MIDWEST,PO-536092,Active,,
SI-349575,Oracle EBS R12,AR,TL-FDBE4A44,CC-TWR-143195,Verizon,2024-06-01,2024-06,6294.71,6294.71,Pending,4210-050,CC-SOUTHEAST,PO-483808,Terminated,,
PO-INV-409741,Workday Financials,AR,TL-3D4736D9,CC-TWR-782141,T-Mobile,2025-01-01,2025-01,4926.78,4792.59,Received,4210-050,CC-MIDWEST,PR-406840,Active,over_escalation,
SI-571078,SAP S/4HANA,AR,TL-EFE544E0,CC-TWR-108874,T-Mobile,2025-02-01,2025-02,5993.78,5993.78,Received,4210-050,CC-WEST,PR-576607,Terminated,,
SI-983609,SAP S/4HANA,AR,TL-786F1E58,CC-TWR-130353,Verizon Wireless,2025-02-01,2025-02,3743.41,3743.41,Pending,4210-100,CC-SOUTHEAST,PR-599550,Active,carrier_name,
SI-525499,SAP S/4HANA,AR,TL-21BA0756,CC-TWR-749887,AT&T,2024-12-01,2024-12,3516.3,3516.3,Received,4210-001,CC-NORTHEAST,PR-573778,Pending Renewal,duplicate,
INV-848393,SAP S/4HANA,AR,TL-B9834D84,CC-TWR-208751,AT&T,2024-10-01,2024-10,2853.69,2853.69,Received,4210-001,CC-NORTHEAST,PR-405154,Active,,
AP-INV-975570,Oracle EBS R12,AR,TL-5E6037B0,CC-TWR-986438,Verizon,2024-08-01,2024-08,3481.52,3481.52,Pending,4210-100,CC-MIDWEST,REQ-471299,Active,,
BILL-337487,SAP S/4HANA,AR,TL-0C10F3F2,CC-TWR-218414,ATT,2024-04-01,2024-04,5511.18,5511.18,Received,4210-001,CC-SOUTHWEST,PO-779981,Active,carrier_name,
INV-591047,Workday Financials,AR,TL-ED400987,CC-TWR-132359,Verizon,2024-08-01,2024-08,3176.0,3176.0,Received,4210-100,CC-MIDWEST,PO-660815,Active,,
AP-INV-172413,Oracle Cloud ERP,AR,TL-9BE2C0A3,CC-TWR-414546,T-Mobile,2024-10-01,2024-10,2798.74,2798.74,Received,4210-050,CC-NORTHEAST,PR-639620,Amendment Pending,,
PO-INV-195596,SAP S/4HANA,AR,TL-0C10F3F2,CC-TWR-218414,ATT,2025-02-01,2025-02,5511.18,5511.18,Pending,4210-001,CC-SOUTHWEST,PO-725199,Active,carrier_name,
SI-640551,Oracle EBS R12,AR,TL-0F9D2E81,CC-TWR-416503,DISH Wireless,2024-10-01,2024-10,2931.95,2931.95,Disputed,4210-100,CC-NORTHEAST,PR-507921,Suspended,billing_suspended,
INV-633849,Oracle EBS R12,AR,TL-0F9D2E81,CC-TWR-416503,DISH Wireless,2025-03-01,2025-03,2931.95,2931.95,Partial,4210-100,CC-NORTHEAST,PO-446575,Suspended,billing_suspended,"Outstanding balance: $445,949.23"
INV-956616,Oracle EBS R12,AP,GL-36D063C3,CC-TWR-571404,Church/Religious Org,2024-04-01,2024-04,4283.77,4283.77,Paid,6110-002,CC-NORTHEAST,PO-658421,Active,,
AP-INV-735388,SAP ECC 6.0,AR,TL-FDDE69A6,CC-TWR-942946,Verizon,2024-12-01,2024-12,5681.09,5681.09,Pending,4210-100,CC-MIDWEST,REQ-782962,Pending Renewal,,
BILL-531800,SAP S/4HANA,AR,TL-6C464437,CC-TWR-861411,Verizon,2025-03-01,2025-03,2534.09,2534.09,Received,4210-001,CC-SOUTHWEST,PR-839609,Active,,
SI-572708,Oracle Cloud ERP,AP,GL-4BD472F3,CC-TWR-829066,Agricultural Land Trust,2025-01-01,2025-01,6062.71,6062.71,Paid,6110-100,CC-WEST,PO-437476,Under Renegotiation,,
AP-INV-652478,Oracle Cloud ERP,AP,GL-8102F34D,CC-TWR-778428,Commercial Property Owner,2025-02-01,2025-02,14054.82,14054.82,Paid,6110-001,CC-SOUTHEAST,REQ-661938,Active,,
BILL-228659,Workday Financials,AP,GL-731A2D7C,CC-TWR-499226,County Government,2024-08-01,2024-08,2707.89,2707.89,Paid,6110-001,CC-NORTHEAST,PO-783664,Active,,
INV-801374,Oracle EBS R12,AP,GL-87C249AA,CC-TWR-185916,Municipality,2024-07-01,2024-07,9671.85,9671.85,Paid,6110-001,CC-NORTHEAST,PR-544701,Under Renegotiation,,
SI-320784,SAP S/4HANA,AR,TL-76D44540,CC-TWR-372315,Verizon,2024-11-01,2024-11,4455.06,5184.92,Pending,4210-050,CC-SOUTHEAST,PO-776509,Active,missed_escalation,
INV-859566,Oracle EBS R12,AR,TL-4757FFBC,CC-TWR-831514,Verizon,2025-03-01,2025-03,4952.52,5577.34,Received,4210-100,CC-MIDWEST,REQ-819802,Active,missed_escalation,
PO-INV-504295,Workday Financials,AP,GL-263BEAD9,CC-TWR-205065,Federal Agency,2024-07-01,2024-07,1880.04,1880.04,Paid,6110-002,CC-SOUTHEAST,REQ-549341,Pending Renewal,,
BILL-106617,Oracle Cloud ERP,AR,TL-4F819E08,CC-TWR-582662,DISH Wireless,2025-01-01,2025-01,1978.98,1978.98,Partial,4210-100,CC-SOUTHWEST,PR-618460,Suspended,billing_suspended,
PO-INV-579437,Oracle EBS R12,AR,TL-23DCBB04,CC-TWR-992819,T-Mobile,2025-03-01,2025-03,4710.55,4710.55,Received,4210-100,CC-SOUTHEAST,REQ-751871,Active,,
BILL-717026,SAP S/4HANA,AP,GL-4968609B,CC-TWR-578755,Municipality,2025-03-01,2025-03,3587.67,3587.67,Paid,6110-002,CC-WEST,PR-920693,Active,tower_id_typo,
PO-INV-725946,Oracle Cloud ERP,AR,TL-7C518C25,CC-TWR-185569,AT&T,2024-04-01,2024-04,7344.7,7344.7,Applied,4210-050,CC-SOUTHEAST,REQ-669898,Active,,
AP-INV-669823,Oracle EBS R12,AP,GL-21440826,CC-TWR-492073,County Government,2025-03-01,2025-03,3373.74,3373.74,Paid,6110-002,CC-MIDWEST,PR-405319,Active,,
BILL-625913,SAP S/4HANA,AP,GL-4DB01198,CC-TWR-946826,County Government,2024-11-01,2024-11,9048.05,9048.05,Paid,6110-001,CC-NORTHEAST,REQ-425916,Active,,
SI-942686,SAP ECC 6.0,AP,GL-BF8A690E,CC-TWR-245308,Federal Agency,2024-09-01,2024-09,872.41,872.41,Paid,6110-002,CC-SOUTHWEST,PR-735748,Pending Termination,,
BILL-700489,Oracle EBS R12,AR,TL-FCE89E39,CC-TWR-426711,C Spire,2025-01-01,2025-01,2332.51,2332.51,Received,4210-050,CC-NORTHEAST,PO-987338,Pending Renewal,,
BILL-166740,Oracle EBS R12,AP,GL-1EEA2C05,CC-TWR-448354,Commercial Property Owner,2024-12-01,2024-12,4296.1,4296.1,Paid,6110-002,CC-NORTHEAST,PR-535377,Under Renegotiation,,
AP-INV-394445,Oracle Cloud ERP,AR,TL-9174A50E,CC-TWR-665610,DISH Wireless,2025-03-01,2025-03,4177.56,4177.56,Disputed,4210-100,CC-SOUTHWEST,PO-715419,Suspended,billing_suspended,"Outstanding balance: $200,896.01"
PO-INV-819105,Oracle Cloud ERP,AR,TL-07EAAECD,CC-TWR-971084,C Spire,2024-08-01,2024-08,2879.14,2879.14,Received,4210-001,CC-MIDWEST,REQ-957850,Active,,
SI-593821,SAP S/4HANA,AR,TL-7F99C9E6,CC-TWR-863187,T-Mobile,2024-12-01,2024-12,3463.07,3463.07,Pending,4210-001,CC-WEST,PO-802633,Pending Renewal,,
INV-408347,Workday Financials,AP,GL-6F51FC21,CC-TWR-226882,Tribal Authority,2024-09-01,2024-09,952.43,952.43,Pending,6110-002,CC-MIDWEST,REQ-729189,Pending Renewal,,
BILL-559630,Workday Financials,AP,GL-511729ED,CC-TWR-628689,Tribal Authority,2024-08-01,2024-08,11436.88,11436.88,Pending,6110-100,CC-NORTHEAST,PR-862295,Active,,
INV-687137,Workday Financials,AP,GL-6319F1D6,CC-TWR-358207,Municipality,2024-06-01,2024-06,2152.91,2152.91,Paid,6110-100,CC-MIDWEST,REQ-774345,Active,,
PO-INV-529152,Workday Financials,AP,GL-C7D42EE4,CC-TWR-478638,Federal Agency,2024-12-01,2024-12,7637.6,7637.6,Paid,6110-002,CC-WEST,PO-505017,Active,,
SI-803832,Oracle Cloud ERP,AR,TL-45886BD0,CC-TWR-902784,AT&T,2024-04-01,2024-04,4907.25,4588.69,Received,4210-001,CC-SOUTHEAST,PO-657577,Active,amount_mismatch,
AP-INV-349475,SAP S/4HANA,AR,TL-D7F64ADB,CC-TWR-133958,T-Mobile,2024-12-01,2024-12,3204.77,3204.77,Received,4210-100,CC-SOUTHEAST,PR-855757,Terminated,,
PO-INV-624482,Oracle Cloud ERP,AR,TL-93A41CBD,CC-TWR-755910,AT&T,2024-08-01,2024-08,2889.54,2889.54,Cleared,4210-050,CC-SOUTHEAST,REQ-969468,Active,,
BILL-102120,Oracle Cloud ERP,AP,GL-C47F7360,CC-TWR-346415,Agricultural Land Trust,2024-06-01,2024-06,1402.84,1402.84,Paid,6110-100,CC-SOUTHEAST,PR-422412,Active,,
SI-569872,SAP S/4HANA,AP,GL-40B162E1,CC-TWR-486831,Church/Religious Org,2024-06-01,2024-06,7160.51,7160.51,Paid,6110-001,CC-SOUTHEAST,PO-722233,Active,,
BILL-750305,Workday Financials,AR,TL-DB7352F8,CC-TWR-906325,AT&T,2025-03-01,2025-03,5017.43,5017.43,Received,4210-050,CC-MIDWEST,PR-790069,Active,,
PO-INV-799987,Oracle EBS R12,AR,TL-4D96AFA7,CC-TWR-846247,T-Mobile,2025-01-01,2025-01,3818.62,3818.62,Applied,4210-050,CC-SOUTHEAST,PR-434159,Active,,
SI-786404,Oracle EBS R12,AP,GL-50998BE7,CC-TWR-619373,Federal Agency,2024-04-01,2024-04,897.63,897.63,Paid,6110-100,CC-SOUTHEAST,PO-701422,Active,,
PO-INV-248313,SAP S/4HANA,AR,TL-8B1213DB,CC-TWR-561865,AT&T,2024-06-01,2024-06,2764.9,2764.9,Cleared,6110-002,CC-SOUTHWEST,PR-860388,Active,wrong_gl,
INV-261089,SAP ECC 6.0,AR,TL-654371E0,CC-TWR-460745,Verizon,2025-01-01,2025-01,6882.7,6695.24,Cleared,4210-100,CC-SOUTHEAST,PR-846299,Active,over_escalation,
SI-385201,Oracle Cloud ERP,AR,TL-792A9680,CC-TWR-706403,T-Mobile,2024-12-01,2024-12,4247.71,4247.71,Pending,4210-001,CC-SOUTHEAST,PR-983046,Active,,
PO-INV-347319,Workday Financials,AP,GL-E7218481,CC-TWR-839945,School District,2024-05-01,2024-05,1758.21,1637.15,Cleared,6110-002,CC-MIDWEST,PR-575164,Active,amount_mismatch,
SI-496997,Workday Financials,AR,TL-E3466B60,CC-TWR-691912,T-Mobile,2024-05-01,2024-05,6304.91,6304.91,Pending,4210-100,CC-NORTHEAST,PR-403094,Active,,
AP-INV-716654,Oracle EBS R12,AP,GL-891FECF4,CC-TWR-831514,Tribal Authority,2024-12-01,2024-12,3589.95,3589.95,Cleared,6110-100,CC-MIDWEST,REQ-755338,Active,,
INV-461300,SAP S/4HANA,AP,GL-56B858F3,CC-TWR-582662,School District,2024-12-01,2024-12,1266.26,1630.97,Cleared,6110-001,CC-SOUTHWEST,REQ-687858,Active,missed_escalation,
BILL-323698,Workday Financials,AR,TL-5F0E243B,CC-TWR-472358,Verizon,2024-08-01,2024-08,4979.94,8110.06,Cleared,4210-100,CC-MIDWEST,PR-558241,Pending Renewal,missed_escalation,
AP-INV-451404,SAP ECC 6.0,AP,GL-9A5FEBDE,CC-TWR-286638,Commercial Property Owner,2024-10-01,2024-10,3673.48,3673.48,Paid,6110-002,CC-NORTHEAST,REQ-841165,Under Renegotiation,,
PO-INV-119607,SAP ECC 6.0,AR,TL-C0BBFAF2,CC-TWR-251275,Verizon,2025-02-01,2025-02,4127.07,4127.07,Applied,4210-001,CC-SOUTHEAST,PR-607944,Active,,
PO-INV-852795,Oracle EBS R12,AP,GL-E1735E43,CC-TWR-139807,Private Individual,2025-01-01,2025-01,1642.46,1642.46,Paid,6110-100,CC-MIDWEST,PR-747697,Under Renegotiation,,
SI-135439,Workday Financials,AR,TL-B9764970,CC-TWR-426711,T-Mobile,2024-12-01,2024-12,3469.95,3469.95,Received,4210-050,CC-NORTHEAST,REQ-854224,Active,,
AP-INV-963427,Oracle EBS R12,AR,TL-DD822732,CC-TWR-754644,AT&T,2025-01-01,2025-01,5415.14,5415.14,Applied,4210-001,CC-SOUTHWEST,REQ-628211,Active,,
AP-INV-319266,Oracle Cloud ERP,AR,TL-FBA94E97,CC-TWR-620226,T-Mobile,2024-06-01,2024-06,4379.77,4379.77,Applied,4210-001,CC-MIDWEST,REQ-680763,Active,,
AP-INV-874353,SAP S/4HANA,AP,GL-4D040C6D,CC-TWR-213668,Commercial Property Owner,2025-02-01,2025-02,4689.69,4689.69,Paid,6110-002,CC-MIDWEST,PR-505329,Under Renegotiation,,
PO-INV-171685,Workday Financials,AR,TL-3D4736D9,CC-TWR-782141,T-Mobile,2024-12-01,2024-12,4926.78,4792.59,Pending,4210-050,CC-MIDWEST,PO-643566,Active,over_escalation,
PO-INV-382687,SAP S/4HANA,AR,TL-3B7C1441,CC-TWR-480303,T-Mobile,2025-02-01,2025-02,3356.62,3356.62,Pending,4210-100,CC-MIDWEST,REQ-894706,Pending Renewal,,
INV-835873,Oracle EBS R12,AP,GL-48CFAAF2,CC-TWR-555589,Private Individual,2024-07-01,2024-07,1618.96,1618.96,Paid,6110-002,CC-SOUTHEAST,PO-857241,Pending Renewal,,
SI-354152,Oracle EBS R12,AP,GL-0EAB23CD,CC-TWR-907455,County Government,2024-08-01,2024-08,5828.43,5828.43,Paid,6110-002,CC-MIDWEST,REQ-915351,Active,,
PO-INV-533643,Workday Financials,AR,TL-9F554808,CC-TWR-118632,T-Mobile,2025-02-01,2025-02,4833.66,4833.66,Cleared,4210-100,CC-SOUTHWEST,REQ-902357,Active,,
BILL-609379,SAP ECC 6.0,AR,TL-1901E171,CC-TWR-936433,Verizon,2024-10-01,2024-10,3914.22,3914.22,Received,4210-050,CC-SOUTHWEST,REQ-521125,Active,,
BILL-400377,Oracle Cloud ERP,AP,GL-805B647A,CC-TWR-512040,State DOT,2025-01-01,2025-01,2580.44,2580.44,Paid,6110-001,CC-NORTHEAST,PO-797743,Active,,
AP-INV-999879,Workday Financials,AR,TL-23C437AE,CC-TWR-831514,DISH Wireless,2024-09-01,2024-09,5009.73,5009.73,In Collections,4210-050,CC-MIDWEST,PO-819289,Suspended,billing_suspended,
PO-INV-493703,Oracle Cloud ERP,AR,TL-A63012DC,CC-TWR-345386,AT&T,2024-07-01,2024-07,5994.93,5994.93,Received,4210-001,CC-SOUTHEAST,REQ-933423,Pending Renewal,,
AP-INV-664821,SAP ECC 6.0,AR,TL-9D95AA81,CC-TWR-758775,AT&T,2024-06-01,2024-06,4588.57,4588.57,Received,4210-100,CC-SOUTHWEST,REQ-847629,Pending Renewal,,
AP-INV-372388,Oracle Cloud ERP,AR,TL-8DF26090,CC-TWR-579404,DISH Wireless,2024-11-01,2024-11,2208.11,2208.11,Past Due,4210-100,CC-SOUTHWEST,REQ-798092,Suspended,billing_suspended,
AP-INV-357790,Workday Financials,AR,TL-631602A4,CC-TWR-770872,Verizon,2024-11-01,2024-11,4002.24,3935.88,Pending,4210-001,CC-SOUTHWEST,REQ-924915,Pending Renewal,amount_mismatch,
AP-INV-172366,SAP S/4HANA,AR,TL-DE180CF2,CC-TWR-755420,T-Mobile,2025-01-01,2025-01,4275.62,4275.62,Received,4210-001,CC-WEST,PR-977003,Active,,
INV-367068,SAP S/4HANA,AP,GL-9D033884,CC-TWR-412856,State DOT,2024-12-01,2024-12,1189.53,1189.53,Paid,6110-002,CC-NORTHEAST,PR-577532,Active,,
SI-311532,Oracle Cloud ERP,AR,TL-63B44842,CC-TWR-776604,Verizon,2024-05-01,2024-05,4253.6,4253.6,Applied,4210-001,CC-MIDWEST,PO-432125,Pending Renewal,,
SI-726474,SAP S/4HANA,AP,GL-5633C5C0,CC-TWR-924265,Commercial Property Owner,2024-07-01,2024-07,3183.28,3183.28,Cleared,6110-002,CC-SOUTHEAST,PR-855192,Active,,
AP-INV-235662,SAP ECC 6.0,AR,TL-266840F0,CC-TWR-753534,T-Mobile,2024-07-01,2024-07,2344.75,2344.75,Received,4210-100,CC-WEST,PR-926522,Pending Renewal,,
AP-INV-278731,Workday Financials,AR,TL-5A29359B,CC-TWR-753534,T-Mobile,2024-05-01,2024-05,4695.0,4695.0,Received,4210-050,CC-WEST,PR-622415,Terminated,,
SI-844306,Oracle Cloud ERP,AR,TL-9940076B,CC-TWR-977345,AT&T,2024-09-01,2024-09,3595.32,3595.32,Pending,4210-001,CC-NORTHEAST,REQ-523130,Active,,
AP-INV-256750,Oracle Cloud ERP,AR,TL-9D263C79,CC-TWR-784488,T-Mobile,2024-08-01,2024-08,6494.27,7109.86,Pending,4210-001,CC-MIDWEST,REQ-619315,Active,amount_mismatch,
