access_id,tower_id,access_date,carrier,contractor,purpose,duration_hours,has_matching_mod_application,discrepancy_type,notes
ACC-105919-20241222-2,CC-TWR-105919,2024-12-22,AT&T,Unknown,Generator Service,6.6,False,none,
ACC-875753-20241026-1,CC-TWR-875753,2024-10-26,T-Mobile,Unknown,Unknown,3.0,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-875753-20241019-2,CC-TWR-875753,2024-10-19,T-Mobile,Nokia Deployment,Emergency Repair,7.1,False,none,
ACC-875753-20240818-3,CC-TWR-875753,2024-08-18,T-Mobile,CommScope Install,Inspection,5.4,False,none,
ACC-875753-20241213-4,CC-TWR-875753,2024-12-13,T-Mobile,Unknown,Antenna Swap,7.2,False,none,
ACC-875753-20240911-5,CC-TWR-875753,2024-09-11,T-Mobile,SAI Group,Decommission,10.1,False,none,
ACC-823255-20240711-1,CC-TWR-823255,2024-07-11,DISH Wireless,CommScope Install,Routine Maintenance,5.1,False,none,
ACC-823255-20240830-2,CC-TWR-823255,2024-08-30,DISH Wireless,Vertical Bridge Services,Inspection,11.9,False,none,
ACC-823255-20240713-3,CC-TWR-823255,2024-07-13,DISH Wireless,CommScope Install,Decommission,7.9,False,none,
ACC-805034-20250128-1,CC-TWR-805034,2025-01-28,AT&T,SAI Group,Decommission,7.8,False,none,
ACC-805034-20250104-2,CC-TWR-805034,2025-01-04,AT&T,Vertical Bridge Services,Inspection,8.3,False,none,
ACC-805034-20240611-3,CC-TWR-805034,2024-06-11,AT&T,Nokia Deployment,Equipment Install,3.0,False,none,
ACC-805034-20240706-4,CC-TWR-805034,2024-07-06,AT&T,Nokia Deployment,Generator Service,5.4,False,none,
ACC-805034-20241009-5,CC-TWR-805034,2024-10-09,AT&T,Vertical Bridge Services,Generator Service,1.6,False,none,
ACC-805034-20240827-6,CC-TWR-805034,2024-08-27,AT&T,Ericsson Services,Antenna Swap,4.5,False,none,
ACC-805034-20241007-7,CC-TWR-805034,2024-10-07,AT&T,SAI Group,Decommission,2.3,False,none,
ACC-805034-20250210-8,CC-TWR-805034,2025-02-10,AT&T,Ericsson Services,Decommission,5.8,False,none,
ACC-283188-20240925-1,CC-TWR-283188,2024-09-25,Verizon,CommScope Install,Routine Maintenance,4.3,False,none,
ACC-283188-20240926-2,CC-TWR-283188,2024-09-26,Verizon,Nokia Deployment,Equipment Install,8.3,False,none,
ACC-283188-20240824-3,CC-TWR-283188,2024-08-24,Verizon,CommScope Install,Generator Service,11.1,False,none,
ACC-283188-20250125-4,CC-TWR-283188,2025-01-25,Verizon,CommScope Install,Decommission,3.3,False,none,
ACC-207197-20240614-1,CC-TWR-207197,2024-06-14,T-Mobile,Unknown,Unknown,5.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-207197-20250104-2,CC-TWR-207197,2025-01-04,T-Mobile,Unknown,Unknown,5.2,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-855053-20241017-1,CC-TWR-855053,2024-10-17,T-Mobile,Black & Veatch,Generator Service,8.0,False,none,
ACC-855053-20250223-2,CC-TWR-855053,2025-02-23,T-Mobile,Nokia Deployment,Emergency Repair,10.0,False,none,
ACC-488571-20240601-1,CC-TWR-488571,2024-06-01,AT&T,Nokia Deployment,Antenna Swap,4.0,False,none,
ACC-488571-20241209-2,CC-TWR-488571,2024-12-09,Verizon,Summit Field Ops,Inspection,9.0,False,none,
ACC-488571-20240621-3,CC-TWR-488571,2024-06-21,Verizon,CommScope Install,Equipment Install,5.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-488571-20241128-4,CC-TWR-488571,2024-11-28,Verizon,Vertical Bridge Services,Routine Maintenance,4.4,False,none,
ACC-488571-20240613-5,CC-TWR-488571,2024-06-13,AT&T,Summit Field Ops,Inspection,11.3,False,none,
ACC-488571-20241103-6,CC-TWR-488571,2024-11-03,T-Mobile,Unknown,Decommission,3.7,False,none,
ACC-488571-20250125-7,CC-TWR-488571,2025-01-25,Verizon,CommScope Install,Decommission,7.3,False,none,
ACC-488571-20241231-8,CC-TWR-488571,2024-12-31,T-Mobile,Vertical Bridge Services,Equipment Install,3.2,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-183958-20240829-1,CC-TWR-183958,2024-08-29,AT&T,Unknown,Antenna Swap,7.8,False,none,
ACC-183958-20241213-2,CC-TWR-183958,2024-12-13,AT&T,Summit Field Ops,Equipment Install,2.2,False,none,
ACC-183958-20240806-3,CC-TWR-183958,2024-08-06,DISH Wireless,Unknown,Routine Maintenance,3.1,False,none,
ACC-183958-20250113-4,CC-TWR-183958,2025-01-13,AT&T,SAI Group,Antenna Swap,3.9,False,none,
ACC-183958-20250119-5,CC-TWR-183958,2025-01-19,DISH Wireless,Unknown,Equipment Install,1.5,False,none,
ACC-183958-20240815-6,CC-TWR-183958,2024-08-15,AT&T,Summit Field Ops,Routine Maintenance,5.3,False,none,
ACC-183958-20241214-7,CC-TWR-183958,2024-12-14,DISH Wireless,MasTec,Equipment Install,3.5,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-629903-20240822-1,CC-TWR-629903,2024-08-22,AT&T,Nokia Deployment,Inspection,9.8,False,none,
ACC-629903-20250118-2,CC-TWR-629903,2025-01-18,AT&T,Vertical Bridge Services,Equipment Install,1.3,False,none,
ACC-629903-20240911-3,CC-TWR-629903,2024-09-11,AT&T,CommScope Install,Inspection,4.3,False,none,
ACC-629903-20240709-4,CC-TWR-629903,2024-07-09,AT&T,CommScope Install,Routine Maintenance,5.2,False,none,
ACC-629903-20240612-5,CC-TWR-629903,2024-06-12,AT&T,Summit Field Ops,Inspection,7.7,False,none,
ACC-629903-20240625-6,CC-TWR-629903,2024-06-25,AT&T,SAI Group,Routine Maintenance,5.1,False,none,
ACC-629903-20240901-7,CC-TWR-629903,2024-09-01,AT&T,Ericsson Services,Equipment Install,1.7,False,none,
ACC-910075-20240919-1,CC-TWR-910075,2024-09-19,T-Mobile,Summit Field Ops,Equipment Install,3.5,False,none,
ACC-910075-20241121-2,CC-TWR-910075,2024-11-21,T-Mobile,Vertical Bridge Services,Routine Maintenance,11.1,False,none,
ACC-910075-20240717-3,CC-TWR-910075,2024-07-17,T-Mobile,SAI Group,Inspection,9.0,False,none,
ACC-910075-20240624-4,CC-TWR-910075,2024-06-24,T-Mobile,MasTec,Decommission,1.7,False,none,
ACC-184002-20240608-1,CC-TWR-184002,2024-06-08,Verizon,Nokia Deployment,Generator Service,1.4,False,none,
ACC-184002-20241222-2,CC-TWR-184002,2024-12-22,Verizon,Unknown,Equipment Install,11.1,True,none,
ACC-184002-20241003-3,CC-TWR-184002,2024-10-03,Verizon,SAI Group,Generator Service,11.9,False,none,
ACC-184002-20241221-4,CC-TWR-184002,2024-12-21,Verizon,Black & Veatch,Emergency Repair,6.3,True,none,
ACC-184002-20240619-5,CC-TWR-184002,2024-06-19,Verizon,Ericsson Services,Routine Maintenance,6.1,False,none,
ACC-499226-20241116-1,CC-TWR-499226,2024-11-16,Verizon,Unknown,Generator Service,2.1,False,none,
ACC-499226-20240824-2,CC-TWR-499226,2024-08-24,AT&T,Black & Veatch,Generator Service,7.0,False,none,
ACC-499226-20240919-3,CC-TWR-499226,2024-09-19,Verizon,CommScope Install,Routine Maintenance,4.5,False,none,
ACC-499226-20240921-4,CC-TWR-499226,2024-09-21,Verizon,Unknown,Generator Service,3.0,False,none,
ACC-499226-20240903-5,CC-TWR-499226,2024-09-03,AT&T,CommScope Install,Emergency Repair,9.1,False,none,
ACC-499226-20240717-6,CC-TWR-499226,2024-07-17,AT&T,MasTec,Decommission,6.9,False,none,
ACC-412856-20240709-1,CC-TWR-412856,2024-07-09,Verizon,Nokia Deployment,Decommission,9.3,False,none,
ACC-412856-20241228-2,CC-TWR-412856,2024-12-28,T-Mobile,Unknown,Generator Service,2.9,False,none,
ACC-412856-20250118-3,CC-TWR-412856,2025-01-18,T-Mobile,Black & Veatch,Routine Maintenance,5.4,False,none,
ACC-741079-20250103-1,CC-TWR-741079,2025-01-03,Verizon,Summit Field Ops,Generator Service,7.0,False,none,
ACC-741079-20240608-2,CC-TWR-741079,2024-06-08,Verizon,Summit Field Ops,Emergency Repair,11.5,False,none,
ACC-741079-20240817-3,CC-TWR-741079,2024-08-17,Verizon,CommScope Install,Routine Maintenance,8.7,False,none,
ACC-741079-20240801-4,CC-TWR-741079,2024-08-01,Verizon,SAI Group,Generator Service,8.5,False,none,
ACC-324993-20241128-1,CC-TWR-324993,2024-11-28,T-Mobile,Nokia Deployment,Antenna Swap,6.9,False,none,
ACC-324993-20240725-2,CC-TWR-324993,2024-07-25,T-Mobile,Black & Veatch,Routine Maintenance,10.3,False,none,
ACC-324993-20240625-3,CC-TWR-324993,2024-06-25,AT&T,MasTec,Generator Service,8.3,False,none,
ACC-278852-20240930-1,CC-TWR-278852,2024-09-30,T-Mobile,Vertical Bridge Services,Equipment Install,6.8,False,none,
ACC-278852-20240925-2,CC-TWR-278852,2024-09-25,T-Mobile,Vertical Bridge Services,Antenna Swap,4.1,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-278852-20240624-3,CC-TWR-278852,2024-06-24,T-Mobile,Unknown,Inspection,6.0,False,none,
ACC-278852-20250204-4,CC-TWR-278852,2025-02-04,T-Mobile,SAI Group,Emergency Repair,10.1,False,none,
ACC-278852-20250129-5,CC-TWR-278852,2025-01-29,AT&T,CommScope Install,Emergency Repair,11.8,False,none,
ACC-278852-20240831-6,CC-TWR-278852,2024-08-31,AT&T,Summit Field Ops,Equipment Install,7.4,False,none,
ACC-278852-20240608-7,CC-TWR-278852,2024-06-08,AT&T,Unknown,Emergency Repair,2.8,False,none,
ACC-839945-20241111-1,CC-TWR-839945,2024-11-11,T-Mobile,Vertical Bridge Services,Inspection,3.4,False,none,
ACC-839945-20240607-2,CC-TWR-839945,2024-06-07,AT&T,CommScope Install,Inspection,4.6,False,none,
ACC-839945-20240721-3,CC-TWR-839945,2024-07-21,T-Mobile,Black & Veatch,Equipment Install,7.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-839945-20240916-4,CC-TWR-839945,2024-09-16,T-Mobile,Summit Field Ops,Emergency Repair,6.8,False,none,
ACC-839945-20241104-5,CC-TWR-839945,2024-11-04,AT&T,Nokia Deployment,Equipment Install,4.7,False,none,
ACC-839945-20250129-6,CC-TWR-839945,2025-01-29,T-Mobile,Summit Field Ops,Generator Service,10.7,False,none,
ACC-839945-20240909-7,CC-TWR-839945,2024-09-09,T-Mobile,Vertical Bridge Services,Antenna Swap,3.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-121322-20250121-1,CC-TWR-121322,2025-01-21,AT&T,Summit Field Ops,Antenna Swap,11.2,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-121322-20240929-2,CC-TWR-121322,2024-09-29,AT&T,CommScope Install,Inspection,10.1,False,none,
ACC-185569-20240613-1,CC-TWR-185569,2024-06-13,T-Mobile,Unknown,Equipment Install,9.5,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-185569-20240825-2,CC-TWR-185569,2024-08-25,T-Mobile,Nokia Deployment,Antenna Swap,6.0,False,none,
ACC-185569-20240710-3,CC-TWR-185569,2024-07-10,T-Mobile,Summit Field Ops,Antenna Swap,9.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-185569-20240823-4,CC-TWR-185569,2024-08-23,T-Mobile,Black & Veatch,Emergency Repair,5.9,False,none,
ACC-185569-20240925-5,CC-TWR-185569,2024-09-25,AT&T,Unknown,Antenna Swap,2.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-631958-20241103-1,CC-TWR-631958,2024-11-03,DISH Wireless,Black & Veatch,Antenna Swap,1.3,False,none,
ACC-631958-20241225-2,CC-TWR-631958,2024-12-25,DISH Wireless,Nokia Deployment,Inspection,11.0,False,none,
ACC-631958-20241108-3,CC-TWR-631958,2024-11-08,DISH Wireless,SAI Group,Inspection,11.2,False,none,
ACC-631958-20240603-4,CC-TWR-631958,2024-06-03,DISH Wireless,Nokia Deployment,Routine Maintenance,7.9,False,none,
ACC-384434-20250218-1,CC-TWR-384434,2025-02-18,AT&T,Vertical Bridge Services,Emergency Repair,3.2,True,none,
ACC-384434-20241009-2,CC-TWR-384434,2024-10-09,AT&T,MasTec,Decommission,5.4,False,none,
ACC-949363-20240629-1,CC-TWR-949363,2024-06-29,Verizon,Ericsson Services,Routine Maintenance,8.0,False,none,
ACC-949363-20240902-2,CC-TWR-949363,2024-09-02,Verizon,SAI Group,Generator Service,6.9,False,none,
ACC-616554-20240821-1,CC-TWR-616554,2024-08-21,T-Mobile,Unknown,Unknown,4.6,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-616554-20241018-2,CC-TWR-616554,2024-10-18,T-Mobile,Black & Veatch,Routine Maintenance,10.7,False,none,
ACC-999695-20241203-1,CC-TWR-999695,2024-12-03,US Cellular,MasTec,Decommission,9.0,False,none,
ACC-999695-20241210-2,CC-TWR-999695,2024-12-10,US Cellular,Black & Veatch,Equipment Install,5.2,False,none,
ACC-999695-20250118-3,CC-TWR-999695,2025-01-18,US Cellular,Ericsson Services,Decommission,9.1,False,none,
ACC-999695-20241026-4,CC-TWR-999695,2024-10-26,US Cellular,Black & Veatch,Generator Service,8.5,False,none,
ACC-999695-20240705-5,CC-TWR-999695,2024-07-05,US Cellular,Summit Field Ops,Emergency Repair,5.1,False,none,
ACC-130353-20240604-1,CC-TWR-130353,2024-06-04,Verizon,MasTec,Routine Maintenance,10.1,False,none,
ACC-130353-20241016-2,CC-TWR-130353,2024-10-16,T-Mobile,Black & Veatch,Equipment Install,10.9,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-784733-20250209-1,CC-TWR-784733,2025-02-09,Verizon,SAI Group,Decommission,9.9,True,none,
ACC-784733-20241121-2,CC-TWR-784733,2024-11-21,Verizon,MasTec,Generator Service,4.0,False,none,
ACC-784733-20240926-3,CC-TWR-784733,2024-09-26,Verizon,SAI Group,Routine Maintenance,4.9,False,none,
ACC-784733-20240629-4,CC-TWR-784733,2024-06-29,AT&T,Nokia Deployment,Routine Maintenance,1.6,False,none,
ACC-649300-20250125-1,CC-TWR-649300,2025-01-25,AT&T,Black & Veatch,Emergency Repair,8.2,False,none,
ACC-649300-20240729-2,CC-TWR-649300,2024-07-29,AT&T,Ericsson Services,Antenna Swap,10.0,False,none,
ACC-649300-20250222-3,CC-TWR-649300,2025-02-22,AT&T,CommScope Install,Inspection,4.1,False,none,
ACC-649300-20250114-4,CC-TWR-649300,2025-01-14,AT&T,Nokia Deployment,Routine Maintenance,4.2,False,none,
ACC-855185-20240713-1,CC-TWR-855185,2024-07-13,Verizon,Summit Field Ops,Routine Maintenance,8.9,False,none,
ACC-855185-20240902-2,CC-TWR-855185,2024-09-02,Verizon,CommScope Install,Generator Service,4.0,False,none,
ACC-855185-20240921-3,CC-TWR-855185,2024-09-21,Verizon,Ericsson Services,Emergency Repair,9.8,False,none,
ACC-855185-20240707-4,CC-TWR-855185,2024-07-07,Verizon,Black & Veatch,Decommission,9.6,False,none,
ACC-245308-20250212-1,CC-TWR-245308,2025-02-12,T-Mobile,Nokia Deployment,Routine Maintenance,6.5,False,none,
ACC-245308-20240611-2,CC-TWR-245308,2024-06-11,AT&T,SAI Group,Inspection,4.0,True,none,
ACC-245308-20240705-3,CC-TWR-245308,2024-07-05,T-Mobile,Summit Field Ops,Antenna Swap,7.7,True,none,
ACC-245308-20241013-4,CC-TWR-245308,2024-10-13,AT&T,Summit Field Ops,Emergency Repair,3.1,False,none,
ACC-245308-20240623-5,CC-TWR-245308,2024-06-23,AT&T,MasTec,Inspection,4.7,True,none,
ACC-245308-20241218-6,CC-TWR-245308,2024-12-18,AT&T,Unknown,Equipment Install,6.9,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-245308-20240716-7,CC-TWR-245308,2024-07-16,AT&T,Vertical Bridge Services,Inspection,2.1,True,none,
ACC-568449-20250111-1,CC-TWR-568449,2025-01-11,AT&T,Ericsson Services,Generator Service,7.9,False,none,
ACC-568449-20250127-2,CC-TWR-568449,2025-01-27,T-Mobile,CommScope Install,Equipment Install,8.7,False,none,
ACC-568449-20240717-3,CC-TWR-568449,2024-07-17,Verizon,Black & Veatch,Decommission,8.0,False,none,
ACC-568449-20240629-4,CC-TWR-568449,2024-06-29,AT&T,CommScope Install,Generator Service,3.1,False,none,
ACC-568449-20241203-5,CC-TWR-568449,2024-12-03,AT&T,Black & Veatch,Equipment Install,5.4,False,none,
ACC-568449-20250102-6,CC-TWR-568449,2025-01-02,AT&T,CommScope Install,Routine Maintenance,5.5,False,none,
ACC-416822-20240920-1,CC-TWR-416822,2024-09-20,Verizon,CommScope Install,Antenna Swap,3.4,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-416822-20241008-2,CC-TWR-416822,2024-10-08,US Cellular,SAI Group,Generator Service,7.6,False,none,
ACC-416822-20241126-3,CC-TWR-416822,2024-11-26,US Cellular,Nokia Deployment,Routine Maintenance,2.4,False,none,
ACC-416822-20241214-4,CC-TWR-416822,2024-12-14,US Cellular,Unknown,Unknown,3.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-416822-20241117-5,CC-TWR-416822,2024-11-17,DISH Wireless,Nokia Deployment,Generator Service,9.1,False,none,
ACC-416822-20240923-6,CC-TWR-416822,2024-09-23,DISH Wireless,Unknown,Emergency Repair,4.7,False,none,
ACC-416822-20241207-7,CC-TWR-416822,2024-12-07,DISH Wireless,Unknown,Decommission,5.5,False,none,
ACC-271456-20250213-1,CC-TWR-271456,2025-02-13,T-Mobile,Vertical Bridge Services,Antenna Swap,7.2,False,none,
ACC-271456-20240902-2,CC-TWR-271456,2024-09-02,T-Mobile,Nokia Deployment,Generator Service,5.8,False,none,
ACC-271456-20240720-3,CC-TWR-271456,2024-07-20,T-Mobile,Black & Veatch,Decommission,5.2,False,none,
ACC-271456-20240806-4,CC-TWR-271456,2024-08-06,Verizon,Nokia Deployment,Decommission,1.1,False,none,
ACC-271456-20240913-5,CC-TWR-271456,2024-09-13,T-Mobile,Nokia Deployment,Decommission,10.4,False,none,
ACC-256175-20240820-1,CC-TWR-256175,2024-08-20,AT&T,Vertical Bridge Services,Decommission,9.8,False,none,
ACC-256175-20241207-2,CC-TWR-256175,2024-12-07,AT&T,Unknown,Unknown,6.1,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-898169-20250217-1,CC-TWR-898169,2025-02-17,Verizon,Ericsson Services,Generator Service,1.7,False,none,
ACC-898169-20240824-2,CC-TWR-898169,2024-08-24,Verizon,MasTec,Inspection,8.7,False,none,
ACC-898169-20240912-3,CC-TWR-898169,2024-09-12,Verizon,Nokia Deployment,Equipment Install,4.4,False,none,
ACC-898169-20241023-4,CC-TWR-898169,2024-10-23,Verizon,Black & Veatch,Antenna Swap,9.0,False,none,
ACC-898169-20240920-5,CC-TWR-898169,2024-09-20,Verizon,Summit Field Ops,Emergency Repair,8.4,False,none,
ACC-172187-20241106-1,CC-TWR-172187,2024-11-06,Verizon,CommScope Install,Generator Service,5.7,False,none,
ACC-172187-20241002-2,CC-TWR-172187,2024-10-02,T-Mobile,Vertical Bridge Services,Antenna Swap,1.2,False,none,
ACC-172187-20241231-3,CC-TWR-172187,2024-12-31,T-Mobile,SAI Group,Decommission,5.3,False,none,
ACC-172187-20250223-4,CC-TWR-172187,2025-02-23,T-Mobile,MasTec,Decommission,9.0,False,none,
ACC-172187-20240904-5,CC-TWR-172187,2024-09-04,Verizon,Nokia Deployment,Equipment Install,11.6,False,none,
ACC-172187-20240623-6,CC-TWR-172187,2024-06-23,Verizon,Vertical Bridge Services,Emergency Repair,11.6,False,none,
ACC-172187-20240702-7,CC-TWR-172187,2024-07-02,Verizon,Nokia Deployment,Emergency Repair,7.5,False,none,
ACC-172187-20240628-8,CC-TWR-172187,2024-06-28,Verizon,MasTec,Decommission,2.5,False,none,
ACC-125755-20240628-1,CC-TWR-125755,2024-06-28,T-Mobile,Black & Veatch,Generator Service,7.8,False,none,
ACC-125755-20240714-2,CC-TWR-125755,2024-07-14,T-Mobile,Vertical Bridge Services,Inspection,3.8,False,none,
ACC-125755-20250106-3,CC-TWR-125755,2025-01-06,T-Mobile,Summit Field Ops,Equipment Install,9.7,False,none,
ACC-414546-20241123-1,CC-TWR-414546,2024-11-23,T-Mobile,Nokia Deployment,Equipment Install,8.9,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-414546-20240821-2,CC-TWR-414546,2024-08-21,T-Mobile,SAI Group,Emergency Repair,1.4,False,none,
ACC-414546-20241114-3,CC-TWR-414546,2024-11-14,AT&T,Ericsson Services,Emergency Repair,11.0,False,none,
ACC-414546-20240605-4,CC-TWR-414546,2024-06-05,T-Mobile,Ericsson Services,Emergency Repair,10.4,False,none,
ACC-414546-20241021-5,CC-TWR-414546,2024-10-21,AT&T,Unknown,Routine Maintenance,7.1,False,none,
ACC-414546-20250114-6,CC-TWR-414546,2025-01-14,T-Mobile,SAI Group,Generator Service,4.5,True,none,
ACC-414546-20250223-7,CC-TWR-414546,2025-02-23,AT&T,Vertical Bridge Services,Antenna Swap,11.3,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-414546-20250204-8,CC-TWR-414546,2025-02-04,T-Mobile,Nokia Deployment,Generator Service,8.5,True,none,
ACC-453487-20240624-1,CC-TWR-453487,2024-06-24,T-Mobile,SAI Group,Emergency Repair,1.7,False,none,
ACC-453487-20250131-2,CC-TWR-453487,2025-01-31,T-Mobile,Vertical Bridge Services,Emergency Repair,8.5,False,none,
ACC-453487-20241027-3,CC-TWR-453487,2024-10-27,DISH Wireless,Nokia Deployment,Inspection,6.5,False,none,
ACC-453487-20240627-4,CC-TWR-453487,2024-06-27,T-Mobile,Ericsson Services,Routine Maintenance,9.2,False,none,
ACC-453487-20240612-5,CC-TWR-453487,2024-06-12,DISH Wireless,Ericsson Services,Decommission,3.7,False,none,
ACC-243006-20241215-1,CC-TWR-243006,2024-12-15,AT&T,MasTec,Equipment Install,6.1,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-243006-20250121-2,CC-TWR-243006,2025-01-21,Verizon,MasTec,Routine Maintenance,10.9,False,none,
ACC-243006-20240707-3,CC-TWR-243006,2024-07-07,T-Mobile,Ericsson Services,Routine Maintenance,11.2,False,none,
ACC-185544-20241218-1,CC-TWR-185544,2024-12-18,C Spire,Unknown,Antenna Swap,3.5,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-185544-20240824-2,CC-TWR-185544,2024-08-24,C Spire,Summit Field Ops,Equipment Install,2.5,True,none,
ACC-185544-20250108-3,CC-TWR-185544,2025-01-08,C Spire,Summit Field Ops,Inspection,6.0,False,none,
ACC-185544-20250117-4,CC-TWR-185544,2025-01-17,C Spire,SAI Group,Antenna Swap,2.5,False,none,
ACC-185544-20240822-5,CC-TWR-185544,2024-08-22,C Spire,Ericsson Services,Routine Maintenance,3.8,True,none,
ACC-185544-20241201-6,CC-TWR-185544,2024-12-01,US Cellular,Unknown,Generator Service,10.3,False,none,
ACC-185544-20250221-7,CC-TWR-185544,2025-02-21,US Cellular,Summit Field Ops,Emergency Repair,3.3,False,none,
ACC-340062-20240919-1,CC-TWR-340062,2024-09-19,T-Mobile,Ericsson Services,Decommission,5.2,False,none,
ACC-340062-20241211-2,CC-TWR-340062,2024-12-11,T-Mobile,CommScope Install,Inspection,3.6,False,none,
ACC-340062-20240906-3,CC-TWR-340062,2024-09-06,T-Mobile,Ericsson Services,Emergency Repair,3.9,False,none,
ACC-340062-20240911-4,CC-TWR-340062,2024-09-11,T-Mobile,Summit Field Ops,Decommission,11.6,False,none,
ACC-340062-20240624-5,CC-TWR-340062,2024-06-24,T-Mobile,Summit Field Ops,Antenna Swap,1.3,False,none,
ACC-825686-20250116-1,CC-TWR-825686,2025-01-16,AT&T,SAI Group,Decommission,5.4,False,none,
ACC-825686-20240622-2,CC-TWR-825686,2024-06-22,AT&T,CommScope Install,Equipment Install,8.0,False,none,
ACC-460663-20240702-1,CC-TWR-460663,2024-07-02,T-Mobile,Nokia Deployment,Equipment Install,11.0,False,none,
ACC-460663-20250205-2,CC-TWR-460663,2025-02-05,T-Mobile,Vertical Bridge Services,Generator Service,5.9,False,none,
ACC-460663-20241007-3,CC-TWR-460663,2024-10-07,AT&T,Black & Veatch,Emergency Repair,7.8,False,none,
ACC-460663-20250118-4,CC-TWR-460663,2025-01-18,T-Mobile,CommScope Install,Equipment Install,1.5,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-460663-20250103-5,CC-TWR-460663,2025-01-03,AT&T,Black & Veatch,Generator Service,11.1,False,none,
ACC-460663-20240709-6,CC-TWR-460663,2024-07-09,AT&T,Summit Field Ops,Generator Service,7.2,False,none,
ACC-460663-20241124-7,CC-TWR-460663,2024-11-24,Verizon,Black & Veatch,Generator Service,2.5,False,none,
ACC-460663-20250225-8,CC-TWR-460663,2025-02-25,T-Mobile,Nokia Deployment,Equipment Install,4.5,False,none,
ACC-681456-20240616-1,CC-TWR-681456,2024-06-16,T-Mobile,Nokia Deployment,Emergency Repair,6.5,False,none,
ACC-681456-20241111-2,CC-TWR-681456,2024-11-11,T-Mobile,Unknown,Unknown,4.1,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-521126-20240902-1,CC-TWR-521126,2024-09-02,AT&T,MasTec,Antenna Swap,10.4,False,none,
ACC-521126-20240912-2,CC-TWR-521126,2024-09-12,T-Mobile,SAI Group,Decommission,11.8,False,none,
ACC-372427-20241119-1,CC-TWR-372427,2024-11-19,Verizon,SAI Group,Equipment Install,7.6,False,none,
ACC-372427-20240814-2,CC-TWR-372427,2024-08-14,Verizon,Unknown,Emergency Repair,8.4,False,none,
ACC-372427-20240707-3,CC-TWR-372427,2024-07-07,Verizon,CommScope Install,Inspection,10.8,False,none,
ACC-372427-20240830-4,CC-TWR-372427,2024-08-30,Verizon,Vertical Bridge Services,Equipment Install,1.7,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-372427-20241208-5,CC-TWR-372427,2024-12-08,Verizon,Ericsson Services,Equipment Install,4.0,False,none,
ACC-372427-20240915-6,CC-TWR-372427,2024-09-15,Verizon,MasTec,Inspection,1.6,False,none,
ACC-372427-20250112-7,CC-TWR-372427,2025-01-12,Verizon,CommScope Install,Generator Service,8.0,False,none,
ACC-883132-20241130-1,CC-TWR-883132,2024-11-30,Verizon,Vertical Bridge Services,Generator Service,8.6,False,none,
ACC-883132-20240724-2,CC-TWR-883132,2024-07-24,Verizon,SAI Group,Emergency Repair,7.7,False,none,
ACC-883132-20241102-3,CC-TWR-883132,2024-11-02,T-Mobile,MasTec,Equipment Install,11.4,False,none,
ACC-883132-20240623-4,CC-TWR-883132,2024-06-23,Verizon,Black & Veatch,Equipment Install,9.0,False,none,
ACC-883132-20240903-5,CC-TWR-883132,2024-09-03,T-Mobile,Nokia Deployment,Emergency Repair,6.7,False,none,
ACC-271276-20250225-1,CC-TWR-271276,2025-02-25,Verizon,MasTec,Inspection,8.1,True,none,
ACC-271276-20241015-2,CC-TWR-271276,2024-10-15,Verizon,Summit Field Ops,Inspection,8.4,False,none,
ACC-693297-20250225-1,CC-TWR-693297,2025-02-25,Verizon,CommScope Install,Antenna Swap,6.9,False,none,
ACC-693297-20240824-2,CC-TWR-693297,2024-08-24,Verizon,Black & Veatch,Equipment Install,7.6,False,none,
ACC-693297-20250226-3,CC-TWR-693297,2025-02-26,Verizon,MasTec,Inspection,7.0,False,none,
